"","date","total_cases_scc","new_cases_scc","new_cases_7davg","new_cases_smc","total_cases_smc","new_cases","total_cases","new_cases_mov7"
"545",2021-07-24,122265,178,204,104,44476,282,166741,311.285714285714
"546",2021-07-25,122424,159,210.2857143,115,44591,274,167015,323.857142857143
"547",2021-07-26,122730,306,225.5714286,164,44755,470,167485,346.428571428571
"548",2021-07-27,123066,336,241,150,44905,486,167971,363
"549",2021-07-28,123412,346,254,151,45056,497,168468,380.714285714286
"550",2021-07-29,123735,323,269,149,45205,472,168940,404
"551",2021-07-30,124007,272,274.2857143,128,45333,400,169340,411.571428571429
"552",2021-07-31,124235,228,281.4285714,127,45460,355,169695,422
"553",2021-08-01,124457,222,290.4285714,157,45617,379,170074,437
"554",2021-08-02,124796,339,295.1428571,183,45800,522,170596,444.428571428571
"555",2021-08-03,125246,450,311.4285714,178,45978,628,171224,464.714285714286
"556",2021-08-04,125672,426,322.8571429,193,46171,619,171843,482.142857142857
"557",2021-08-05,126115,443,340,177,46348,620,172463,503.285714285714
"558",2021-08-06,126471,356,352,175,46523,531,172994,522
"559",2021-08-07,126736,265,357.2857143,153,46676,418,173412,531
"560",2021-08-08,126972,236,359.2857143,128,46804,364,173776,528.857142857143
"561",2021-08-09,127407,435,373,193,46997,628,174404,544
"562",2021-08-10,127898,491,378.8571429,177,47174,668,175072,549.714285714286
"563",2021-08-11,128345,447,381.8571429,178,47352,625,175697,550.571428571429
"564",2021-08-12,128809,464,384.8571429,170,47522,634,176331,552.571428571429
"565",2021-08-13,129296,487,403.5714286,149,47671,636,176967,567.571428571429
"566",2021-08-14,129607,311,410.1428571,117,47788,428,177395,569
"567",2021-08-15,129845,238,410.4285714,119,47907,357,177752,568
"568",2021-08-16,130264,419,408.1428571,189,48096,608,178360,565.142857142857
"569",2021-08-17,130788,524,412.8571429,184,48280,708,179068,570.857142857143
"570",2021-08-18,131256,468,415.8571429,157,48437,625,179693,570.857142857143
"571",2021-08-19,131638,382,404.1428571,164,48601,546,180239,558.285714285714
"572",2021-08-20,132041,403,392.1428571,134,48735,537,180776,544.142857142857
"573",2021-08-21,132288,247,383,113,48848,360,181136,534.428571428571
"574",2021-08-22,132502,214,379.5714286,95,48943,309,181445,527.571428571429
"575",2021-08-23,132917,415,379,175,49118,590,182035,525
"576",2021-08-24,133332,415,363.4285714,140,49258,555,182590,503.142857142857
"577",2021-08-25,133786,454,361.4285714,150,49408,604,183194,500.142857142857
"578",2021-08-26,134184,398,363.7142857,123,49531,521,183715,496.571428571429
"579",2021-08-27,134556,372,359.2857143,130,49661,502,184217,491.571428571429
"580",2021-08-28,134768,212,354.2857143,77,49738,289,184506,481.428571428571
"581",2021-08-29,134958,190,350.8571429,74,49812,264,184770,475
"582",2021-08-30,135335,377,345.4285714,114,49926,491,185261,460.857142857143
"583",2021-08-31,135688,353,336.5714286,129,50055,482,185743,450.428571428571
"584",2021-09-01,136028,340,320.2857143,112,50167,452,186195,428.714285714286
"585",2021-09-02,136364,336,311.4285714,120,50287,456,186651,419.428571428571
"586",2021-09-03,136697,333,305.8571429,100,50387,433,187084,409.571428571429
"587",2021-09-04,136871,174,300.4285714,96,50483,270,187354,406.857142857143
"588",2021-09-05,137031,160,296.1428571,50,50533,210,187564,399.142857142857
"589",2021-09-06,137199,168,266.2857143,70,50603,238,187802,363
"590",2021-09-07,137528,329,262.8571429,132,50735,461,188263,360
"591",2021-09-08,137826,298,256.8571429,98,50833,396,188659,352
"592",2021-09-09,138106,280,248.8571429,106,50939,386,189045,342
"593",2021-09-10,138351,245,236.2857143,121,51060,366,189411,332.428571428571
"594",2021-09-11,138543,192,238.8571429,70,51130,262,189673,331.285714285714
"595",2021-09-12,138639,96,229.7142857,73,51203,169,189842,325.428571428571
"596",2021-09-13,138918,279,245.5714286,110,51313,389,190231,347
"597",2021-09-14,139172,254,234.8571429,91,51404,345,190576,330.428571428571
"598",2021-09-15,139416,244,227.1428571,101,51505,345,190921,323.142857142857
"599",2021-09-16,139636,220,218.5714286,83,51588,303,191224,311.285714285714
"600",2021-09-17,139827,191,210.8571429,79,51667,270,191494,297.571428571429
"601",2021-09-18,139964,137,203,55,51722,192,191686,287.571428571429
"602",2021-09-19,140062,98,203.2857143,52,51774,150,191836,284.857142857143
"603",2021-09-20,140274,212,193.7142857,98,51872,310,192146,273.571428571429
"604",2021-09-21,140468,194,185.1428571,86,51958,280,192426,264.285714285714
"605",2021-09-22,140699,231,183.2857143,69,52027,300,192726,257.857142857143
"606",2021-09-23,140874,175,176.8571429,71,52098,246,192972,249.714285714286
"607",2021-09-24,141047,173,174.2857143,75,52173,248,193220,246.571428571429
"608",2021-09-25,141170,123,172.2857143,60,52233,183,193403,245.285714285714
"609",2021-09-26,141249,79,169.5714286,64,52297,143,193546,244.285714285714
"610",2021-09-27,141452,203,168.2857143,69,52366,272,193818,238.857142857143
"611",2021-09-28,141637,185,167,76,52442,261,194079,236.142857142857
"612",2021-09-29,141812,175,159,45,52487,220,194299,224.714285714286
"613",2021-09-30,141960,148,155.1428571,61,52548,209,194508,219.428571428571
"614",2021-10-01,142097,137,150,49,52597,186,194694,210.571428571429
"615",2021-10-02,142207,110,148.1428571,40,52637,150,194844,205.857142857143
"616",2021-10-03,142320,113,153,41,52678,154,194998,207.428571428571
"617",2021-10-04,142483,163,147.2857143,68,52746,231,195229,201.571428571429
"618",2021-10-05,142626,143,141.2857143,60,52806,203,195432,193.285714285714
"619",2021-10-06,142786,160,139.1428571,47,52853,207,195639,191.428571428571
"620",2021-10-07,142938,152,139.7142857,49,52902,201,195840,190.285714285714
"621",2021-10-08,143092,154,142.1428571,40,52942,194,196034,191.428571428571
"622",2021-10-09,143184,92,139.5714286,29,52971,121,196155,187.285714285714
"623",2021-10-10,143275,91,136.4285714,32,53003,123,196278,182.857142857143
"624",2021-10-11,143438,163,136.4285714,42,53045,205,196483,179.142857142857
"625",2021-10-12,143634,196,144,47,53092,243,196726,184.857142857143
"626",2021-10-13,143804,170,145.4285714,52,53144,222,196948,187
"627",2021-10-14,143934,130,142.2857143,51,53195,181,197129,184.142857142857
"628",2021-10-15,144070,136,139.7142857,49,53244,185,197314,182.857142857143
"629",2021-10-16,144175,105,141.5714286,43,53287,148,197462,186.714285714286
"630",2021-10-17,144266,91,141.5714286,52,53339,143,197605,189.571428571429
"631",2021-10-18,144439,173,143,49,53388,222,197827,192
"632",2021-10-19,144612,173,139.7142857,66,53454,239,198066,191.428571428571
"633",2021-10-20,144784,172,140,61,53515,233,198299,193
"634",2021-10-21,144943,159,144.1428571,70,53585,229,198528,199.857142857143
"635",2021-10-22,145117,174,149.5714286,47,53632,221,198749,205
"636",2021-10-23,145260,143,155,51,53683,194,198943,211.571428571429
"637",2021-10-24,145348,88,154.5714286,39,53722,127,199070,209.285714285714
"638",2021-10-25,145539,191,157.1428571,74,53796,265,199335,215.428571428571
"639",2021-10-26,145719,180,158.1428571,60,53856,240,199575,215.571428571429
"640",2021-10-27,145910,191,160.8571429,72,53928,263,199838,219.857142857143
"641",2021-10-28,146118,208,167.8571429,56,53984,264,200102,224.857142857143
"642",2021-10-29,146277,159,165.7142857,45,54029,204,200306,222.428571428571
"643",2021-10-30,146411,134,164.4285714,44,54073,178,200484,220.142857142857
"644",2021-10-31,146500,89,164.5714286,39,54112,128,200612,220.285714285714
"645",2021-11-01,146705,205,166.5714286,58,54170,263,200875,220
"646",2021-11-02,146907,202,169.7142857,65,54235,267,201142,223.857142857143
"647",2021-11-03,147109,202,171.2857143,72,54307,274,201416,225.428571428571
"648",2021-11-04,147299,190,168.7142857,65,54372,255,201671,224.142857142857
"649",2021-11-05,147484,185,172.4285714,56,54428,241,201912,229.428571428571
"650",2021-11-06,147608,124,171,44,54472,168,202080,228
"651",2021-11-07,147715,107,173.5714286,37,54509,144,202224,230.285714285714
"652",2021-11-08,147942,227,176.7142857,60,54569,287,202511,233.714285714286
"653",2021-11-09,148184,242,182.4285714,76,54645,318,202829,241
"654",2021-11-10,148362,178,179,47,54692,225,203054,234
"655",2021-11-11,148506,144,172.4285714,54,54746,198,203252,225.857142857143
"656",2021-11-12,148726,220,177.4285714,47,54793,267,203519,229.571428571429
"657",2021-11-13,148842,116,176.2857143,49,54842,165,203684,229.142857142857
"658",2021-11-14,148958,116,177.5714286,38,54880,154,203838,230.571428571429
"659",2021-11-15,149171,213,175.5714286,54,54934,267,204105,227.714285714286
"660",2021-11-16,149389,218,172.1428571,52,54986,270,204375,220.857142857143
"661",2021-11-17,149576,187,173.4285714,64,55050,251,204626,224.571428571429
"662",2021-11-18,149725,149,174.1428571,69,55119,218,204844,227.428571428571
"663",2021-11-19,149956,231,175.7142857,60,55179,291,205135,230.857142857143
"664",2021-11-20,150076,120,176.2857143,47,55226,167,205302,231.142857142857
"665",2021-11-21,150169,93,173,35,55261,128,205430,227.428571428571
"666",2021-11-22,150383,214,173.1428571,54,55315,268,205698,227.571428571429
"667",2021-11-23,150551,168,166,57,55372,225,205923,221.142857142857
"668",2021-11-24,150733,182,165.2857143,52,55424,234,206157,218.714285714286
"669",2021-11-25,150758,25,147.5714286,31,55455,56,206213,195.571428571429
"670",2021-11-26,150918,160,137.4285714,49,55504,209,206422,183.857142857143
"671",2021-11-27,151059,141,140.4285714,63,55567,204,206626,189.142857142857
"672",2021-11-28,151217,158,149.7142857,58,55625,216,206842,201.714285714286
"673",2021-11-29,151536,319,164.7142857,94,55719,413,207255,222.428571428571
"674",2021-11-30,151840,304,184.1428571,100,55819,404,207659,248
"675",2021-12-01,152112,272,197,105,55924,377,208036,268.428571428571
"676",2021-12-02,152365,253,229.5714286,80,56004,333,208369,308
"677",2021-12-03,152624,259,243.7142857,83,56087,342,208711,327
"678",2021-12-04,152788,164,247,62,56149,226,208937,330.142857142857
"679",2021-12-05,152937,149,245.7142857,53,56202,202,209139,328.142857142857
"680",2021-12-06,153235,298,242.7142857,94,56296,392,209531,325.142857142857
"681",2021-12-07,153463,228,231.8571429,75,56371,303,209834,310.714285714286
"682",2021-12-08,153659,196,221,91,56462,287,210121,297.857142857143
"683",2021-12-09,153841,182,210.8571429,71,56533,253,210374,286.428571428571
"684",2021-12-10,154038,197,202,88,56621,285,210659,278.285714285714
"685",2021-12-11,154200,162,201.7142857,57,56678,219,210878,277.285714285714
"686",2021-12-12,154328,128,198.7142857,78,56756,206,211084,277.857142857143
"687",2021-12-13,154544,216,187,116,56872,332,211416,269.285714285714
"688",2021-12-14,154775,231,187.4285714,160,57032,391,211807,281.857142857143
"689",2021-12-15,155053,278,199.1428571,165,57197,443,212250,304.142857142857
"690",2021-12-16,155354,301,216.1428571,143,57340,444,212694,331.428571428571
"691",2021-12-17,155664,310,232.2857143,199,57539,509,213203,363.428571428571
"692",2021-12-18,155949,285,249.8571429,186,57725,471,213674,399.428571428571
"693",2021-12-19,156211,262,269,241,57966,503,214177,441.857142857143
"694",2021-12-20,156863,652,331.2857143,469,58435,1121,215298,554.571428571429
"695",2021-12-21,157599,736,403.4285714,554,58989,1290,216588,683
"696",2021-12-22,158620,1021,509.5714286,625,59614,1646,218234,854.857142857143
"697",2021-12-23,159750,1130,628,692,60306,1822,220056,1051.71428571429
"698",2021-12-24,160353,603,669.8571429,574,60880,1177,221233,1147.14285714286
"699",2021-12-25,160546,193,656.7142857,438,61318,631,221864,1170
"700",2021-12-26,161526,980,759.2857143,1049,62367,2029,223893,1388
"701",2021-12-27,164157,2631,1042,1437,63804,4068,227961,1809
"702",2021-12-28,167361,3204,1394.571429,1559,65363,4763,232724,2305.14285714286
"703",2021-12-29,170812,3451,1741.714286,1533,66896,4984,237708,2782
"704",2021-12-30,174073,3261,2046.142857,1657,68553,4918,242626,3224.28571428571
"705",2021-12-31,176239,2166,2269.428571,1041,69594,3207,245833,3514.28571428571
"706",2022-01-01,177144,905,2371.142857,902,70496,1807,247640,3682.28571428571
"707",2022-01-02,179639,2495,2587.571429,1483,71979,3978,251618,3960.71428571429
"708",2022-01-03,185627,5988,3067.142857,2621,74600,8609,260227,4609.42857142857
"709",2022-01-04,192064,6437,3529,2756,77356,9193,269420,5242.28571428571
"710",2022-01-05,198877,6813,4009.285714,2367,79723,9180,278600,5841.71428571429
"711",2022-01-06,205242,6365,4452.714286,2251,81974,8616,287216,6370
"712",2022-01-07,210546,5304,4901,2516,84490,7820,295036,7029
"713",2022-01-08,213864,3318,5245.714286,1521,86011,4839,299875,7462.14285714286
"714",2022-01-09,216947,3083,5329.714286,1426,87437,4509,304384,7538
"715",2022-01-10,223163,6216,5362.285714,2622,90059,8838,313222,7570.71428571429
"716",2022-01-11,229245,6082,5311.571429,2728,92787,8810,322032,7516
"717",2022-01-12,235092,5847,5173.571429,2351,95138,8198,330230,7375.71428571429
"718",2022-01-13,240219,5127,4996.714286,2080,97218,7207,337437,7174.42857142857
"719",2022-01-14,244877,4658,4904.428571,1809,99027,6467,343904,6981.14285714286
"720",2022-01-15,247353,2476,4784.142857,1259,100286,3735,347639,6823.42857142857
"721",2022-01-16,249418,2065,4638.714286,983,101269,3048,350687,6614.71428571429
"722",2022-01-17,253289,3871,4303.714286,1552,102821,5423,356110,6126.85714285714
"723",2022-01-18,258062,4773,4116.714286,1984,104805,6757,362867,5833.57142857143
"724",2022-01-19,262396,4334,3900.571429,1545,106350,5879,368746,5502.28571428571
"725",2022-01-20,266510,4114,3755.857143,1435,107785,5549,374295,5265.42857142857
"726",2022-01-21,269964,3454,3583.857143,1228,109013,4682,378977,5010.42857142857
"727",2022-01-22,271694,1730,3477.285714,679,109692,2409,381386,4821
"728",2022-01-23,273306,1612,3412.571429,599,110291,2211,383597,4701.42857142857
"729",2022-01-24,276947,3641,3379.714286,1138,111429,4779,388376,4609.42857142857
"730",2022-01-25,280001,3054,3134.142857,1018,112447,4072,392448,4225.85714285714
"731",2022-01-26,282815,2814,2917,858,113305,3672,396120,3910.57142857143
"732",2022-01-27,285238,2423,2675.428571,689,113994,3112,399232,3562.42857142857
"733",2022-01-28,287523,2285,2508.428571,604,114598,2889,402121,3306.28571428571
"734",2022-01-29,288793,1270,2442.714286,362,114960,1632,403753,3195.28571428571
"735",2022-01-30,289758,965,2350.285714,342,115302,1307,405060,3066.14285714286
"736",2022-01-31,291955,2197,2144,581,115883,2778,407838,2780.28571428571
"737",2022-02-01,293635,1680,1947.714286,518,116401,2198,410036,2512.57142857143
"738",2022-02-02,295280,1645,1780.714286,475,116876,2120,412156,2290.85714285714
"739",2022-02-03,296566,1286,1618.285714,377,117253,1663,413819,2083.85714285714
"740",2022-02-04,297796,1230,1467.571429,355,117608,1585,415404,1897.57142857143
"741",2022-02-05,298411,615,1374,235,117843,850,416254,1785.85714285714
"742",2022-02-06,299015,604,1322.428571,191,118034,795,417049,1712.71428571429
"743",2022-02-07,300209,1194,1179.142857,350,118384,1544,418593,1536.42857142857
"744",2022-02-08,301180,971,1077.857143,295,118679,1266,419859,1403.28571428571
"745",2022-02-09,302163,983,983.2857143,217,118896,1200,421059,1271.85714285714
"746",2022-02-10,302940,777,910.5714286,193,119089,970,422029,1172.85714285714
"747",2022-02-11,303650,710,836.2857143,185,119274,895,422924,1074.28571428571
"748",2022-02-12,304113,463,814.5714286,121,119395,584,423508,1036.28571428571
"749",2022-02-13,304455,342,777.1428571,92,119487,434,423942,984.714285714286
"750",2022-02-14,305117,662,701.1428571,229,119716,891,424833,891.428571428571
"751",2022-02-15,305674,557,642,169,119885,726,425559,814.285714285714
"752",2022-02-16,306222,548,579.8571429,144,120029,692,426251,741.714285714286
"753",2022-02-17,306613,391,524.7142857,122,120151,513,426764,676.428571428571
"754",2022-02-18,306992,379,477.4285714,94,120245,473,427237,616.142857142857
"755",2022-02-19,307231,239,445.4285714,65,120310,304,427541,576.142857142857
"756",2022-02-20,307418,187,423.2857143,41,120351,228,427769,546.714285714286
"757",2022-02-21,307698,280,368.7142857,75,120426,355,428124,470.142857142857
"758",2022-02-22,308089,391,345,94,120520,485,428609,435.714285714286
"759",2022-02-23,308361,272,305.5714286,97,120617,369,428978,389.571428571429
"760",2022-02-24,308636,275,289,94,120711,369,429347,369
"761",2022-02-25,308908,272,273.7142857,92,120803,364,429711,353.428571428571
"762",2022-02-26,309082,174,264.4285714,63,120866,237,429948,343.857142857143
"763",2022-02-27,309215,133,256.7142857,55,120921,188,430136,338.142857142857
"764",2022-02-28,309524,309,260.8571429,110,121031,419,430555,347.285714285714
"765",2022-03-01,309803,279,244.8571429,101,121132,380,430935,332.285714285714
"766",2022-03-02,310044,241,240.4285714,72,121204,313,431248,324.285714285714
"767",2022-03-03,310296,252,237.1428571,88,121292,340,431588,320.142857142857
"768",2022-03-04,310484,188,225.1428571,75,121367,263,431851,305.714285714286
"769",2022-03-05,310614,130,218.8571429,58,121425,188,432039,298.714285714286
"770",2022-03-06,310718,104,214.7142857,54,121479,158,432197,294.428571428571
"771",2022-03-07,310971,253,206.7142857,86,121565,339,432536,283
"772",2022-03-08,311186,215,197.5714286,77,121642,292,432828,270.428571428571
"773",2022-03-09,311426,240,197.4285714,81,121723,321,433149,271.571428571429
"774",2022-03-10,311586,160,184.2857143,59,121782,219,433368,254.285714285714
"775",2022-03-11,311772,186,184,60,121842,246,433614,251.857142857143
"776",2022-03-12,311907,135,184.7142857,50,121892,185,433799,251.428571428571
"777",2022-03-13,311983,76,180.7142857,35,121927,111,433910,244.714285714286
"778",2022-03-14,312175,192,172,81,122008,273,434183,235.285714285714
"779",2022-03-15,312355,180,167,73,122081,253,434436,229.714285714286
"780",2022-03-16,312538,183,158.8571429,52,122133,235,434671,217.428571428571
"781",2022-03-17,312715,177,161.2857143,63,122196,240,434911,220.428571428571
"782",2022-03-18,312861,146,155.5714286,50,122246,196,435107,213.285714285714
"783",2022-03-19,312956,95,149.8571429,35,122281,130,435237,205.428571428571
"784",2022-03-20,313052,96,152.7142857,37,122318,133,435370,208.571428571429
"785",2022-03-21,313232,180,151,61,122379,241,435611,204
"786",2022-03-22,313472,240,159.5714286,159,122538,399,436010,224.857142857143
"787",2022-03-23,313642,170,157.7142857,79,122617,249,436259,226.857142857143
"788",2022-03-24,313831,189,159.4285714,82,122699,271,436530,231.285714285714
"789",2022-03-25,313980,149,159.8571429,52,122751,201,436731,232
"790",2022-03-26,314120,140,166.2857143,56,122807,196,436927,241.428571428571
"791",2022-03-27,314261,141,172.7142857,60,122867,201,437128,251.142857142857
"792",2022-03-28,314468,207,176.5714286,110,122977,317,437445,262
"793",2022-03-29,314713,245,177.2857143,115,123092,360,437805,256.428571428571
"794",2022-03-30,314971,258,189.8571429,96,123188,354,438159,271.428571428571
"795",2022-03-31,315171,200,191.4285714,104,123292,304,438463,276.142857142857
"796",2022-04-01,315370,199,198.5714286,114,123406,313,438776,292.142857142857
"797",2022-04-02,315497,127,196.7142857,63,123469,190,438966,291.285714285714
"798",2022-04-03,315640,143,197,96,123565,239,439205,296.714285714286
"799",2022-04-04,315937,297,209.8571429,146,123711,443,439648,314.714285714286
"800",2022-04-05,316198,261,212.1428571,142,123853,403,440051,320.857142857143
"801",2022-04-06,316477,279,215.1428571,122,123975,401,440452,327.571428571429
"802",2022-04-07,316698,221,218.1428571,108,124083,329,440781,331.142857142857
"803",2022-04-08,316920,222,221.4285714,122,124205,344,441125,335.571428571429
"804",2022-04-09,317071,151,224.8571429,107,124312,258,441383,345.285714285714
"805",2022-04-10,317235,164,227.8571429,93,124405,257,441640,347.857142857143
"806",2022-04-11,317515,280,225.4285714,170,124575,450,442090,348.857142857143
"807",2022-04-12,317865,350,238.1428571,189,124764,539,442629,368.285714285714
"808",2022-04-13,318157,292,240,157,124921,449,443078,375.142857142857
"809",2022-04-14,318427,270,247,155,125076,425,443503,388.857142857143
"810",2022-04-15,318732,305,258.8571429,165,125241,470,443973,406.857142857143
"811",2022-04-16,318993,261,274.5714286,137,125378,398,444371,426.857142857143
"812",2022-04-17,319191,198,279.4285714,100,125478,298,444669,432.714285714286
"813",2022-04-18,319640,449,303.5714286,245,125723,694,445363,467.571428571429
"814",2022-04-19,320085,445,317.1428571,236,125959,681,446044,487.857142857143
"815",2022-04-20,320508,423,335.8571429,237,126196,660,446704,518
"816",2022-04-21,320923,415,356.5714286,219,126415,634,447338,547.857142857143
"817",2022-04-22,321385,462,379,205,126620,667,448005,576
"818",2022-04-23,321689,304,385.1428571,168,126788,472,448477,586.571428571429
"819",2022-04-24,322025,336,404.8571429,162,126950,498,448975,615.142857142857
"820",2022-04-25,322714,689,439.1428571,313,127263,1002,449977,659.142857142857
"821",2022-04-26,323351,637,466.5714286,269,127532,906,450883,691.285714285714
"822",2022-04-27,323931,580,489,275,127807,855,451738,719.142857142857
"823",2022-04-28,324472,541,507,240,128047,781,452519,740.142857142857
"824",2022-04-29,325032,560,521,246,128293,806,453325,760
"825",2022-04-30,325477,445,541.1428571,201,128494,646,453971,784.857142857143
"826",2022-05-01,325867,390,548.8571429,221,128715,611,454582,801
"827",2022-05-02,326757,890,577.5714286,372,129087,1262,455844,838.142857142857
"828",2022-05-03,327689,932,619.7142857,325,129412,1257,457101,888.285714285714
"829",2022-05-04,328542,853,658.7142857,348,129760,1201,458302,937.714285714286
"830",2022-05-05,329357,815,697.8571429,326,130086,1141,459443,989.142857142857
"831",2022-05-06,330137,780,729.2857143,346,130432,1126,460569,1034.85714285714
"832",2022-05-07,330694,557,745.2857143,233,130665,790,461359,1055.42857142857
"833",2022-05-08,331165,471,756.8571429,286,130951,757,462116,1076.28571428571
"834",2022-05-09,332196,1031,777,469,131420,1500,463616,1110.28571428571
"835",2022-05-10,333399,1203,815.7142857,434,131854,1637,465253,1164.57142857143
"836",2022-05-11,334458,1059,845.1428571,391,132245,1450,466703,1200.14285714286
"837",2022-05-12,335498,1040,877.2857143,405,132650,1445,468148,1243.57142857143
"838",2022-05-13,336450,952,901.8571429,410,133060,1362,469510,1277.28571428571
"839",2022-05-14,337160,710,923.7142857,294,133354,1004,470514,1307.85714285714
"840",2022-05-15,337894,734,961.2857143,324,133678,1058,471572,1350.85714285714
"841",2022-05-16,339280,1386,1012,537,134215,1923,473495,1411.28571428571
"842",2022-05-17,340622,1342,1031.857143,555,134770,1897,475392,1448.42857142857
"843",2022-05-18,341877,1255,1059.857143,502,135272,1757,477149,1492.28571428571
"844",2022-05-19,343145,1268,1092.428571,434,135706,1702,478851,1529
"845",2022-05-20,344247,1102,1113.857143,482,136188,1584,480435,1560.71428571429
"846",2022-05-21,344977,730,1116.714286,324,136512,1054,481489,1567.85714285714
"847",2022-05-22,345724,747,1118.571429,316,136828,1063,482552,1568.57142857143
"848",2022-05-23,347141,1417,1123,584,137412,2001,484553,1579.71428571429
"849",2022-05-24,348563,1422,1134.428571,588,138000,2010,486563,1595.85714285714
"850",2022-05-25,349940,1377,1151.857143,539,138539,1916,488479,1618.57142857143
"851",2022-05-26,351099,1159,1136.285714,472,139011,1631,490110,1608.42857142857
"852",2022-05-27,352140,1041,1127.571429,396,139407,1437,491547,1587.42857142857
"853",2022-05-28,352858,718,1125.857143,257,139664,975,492522,1576.14285714286
"854",2022-05-29,353568,710,1120.571429,278,139942,988,493510,1565.42857142857
"855",2022-05-30,354275,707,1019.142857,257,140199,964,494474,1417.28571428571
"856",2022-05-31,355922,1647,1051.285714,700,140899,2347,496821,1465.42857142857
"857",2022-06-01,357359,1437,1059.857143,560,141459,1997,498818,1477
"858",2022-06-02,358567,1208,1066.857143,490,141949,1698,500516,1486.57142857143
"859",2022-06-03,359705,1138,1080.714286,388,142337,1526,502042,1499.28571428571
"860",2022-06-04,360568,863,1101.428571,285,142622,1148,503190,1524
"861",2022-06-05,361342,774,1110.571429,320,142942,1094,504284,1539.14285714286
"862",2022-06-06,362776,1434,1214.428571,525,143467,1959,506243,1681.28571428571
"863",2022-06-07,364040,1264,1159.714286,490,143957,1754,507997,1596.57142857143
"864",2022-06-08,365253,1213,1127.714286,424,144381,1637,509634,1545.14285714286
"865",2022-06-09,366329,1076,1108.857143,398,144779,1474,511108,1513.14285714286
"866",2022-06-10,367390,1061,1097.857143,392,145171,1453,512561,1502.71428571429
"867",2022-06-11,368092,702,1074.857143,259,145430,961,513522,1476
"868",2022-06-12,368743,651,1057.285714,226,145656,877,514399,1445
"869",2022-06-13,369850,1107,1010.571429,476,146132,1583,515982,1391.28571428571
"870",2022-06-14,370971,1121,990.1428571,441,146573,1562,517544,1363.85714285714
"871",2022-06-15,372096,1125,977.5714286,390,146963,1515,519059,1346.42857142857
"872",2022-06-16,373077,981,964,407,147370,1388,520447,1334.14285714286
"873",2022-06-17,374047,970,951,370,147740,1340,521787,1318
"874",2022-06-18,374807,760,959.2857143,307,148047,1067,522854,1333.14285714286
"875",2022-06-19,375470,663,961,269,148316,932,523786,1341
"876",2022-06-20,376618,1148,966.8571429,464,148780,1612,525398,1345.14285714286
"877",2022-06-21,377890,1272,988.4285714,514,149294,1786,527184,1377.14285714286
"878",2022-06-22,379078,1188,997.4285714,497,149791,1685,528869,1401.42857142857
"879",2022-06-23,380203,1125,1018,414,150205,1539,530408,1423
"880",2022-06-24,381244,1041,1028.142857,355,150560,1396,531804,1431
"881",2022-06-25,382037,793,1032.857143,340,150900,1133,532937,1440.42857142857
"882",2022-06-26,382767,730,1042.428571,278,151178,1008,533945,1451.28571428571
"883",2022-06-27,384095,1328,1068.142857,516,151694,1844,535789,1484.42857142857
"884",2022-06-28,385613,1518,1103.285714,478,152172,1996,537785,1514.42857142857
"885",2022-06-29,386860,1247,1111.714286,464,152636,1711,539496,1518.14285714286
"886",2022-06-30,387935,1075,1104.571429,386,153022,1461,540957,1507
"887",2022-07-01,388985,1050,1105.857143,421,153443,1471,542428,1517.71428571429
"888",2022-07-02,389654,669,1088.142857,278,153721,947,543375,1491.14285714286
"889",2022-07-03,390295,641,1075.428571,265,153986,906,544281,1476.57142857143
"890",2022-07-04,390815,520,960,308,154294,828,545109,1331.42857142857
"891",2022-07-05,392381,1566,966.8571429,531,154825,2097,547206,1345.85714285714
"892",2022-07-06,393596,1215,962.2857143,490,155315,1705,548911,1345
"893",2022-07-07,394784,1188,978.4285714,412,155727,1600,550511,1364.85714285714
"894",2022-07-08,395815,1031,975.7142857,347,156074,1378,551889,1351.57142857143
"895",2022-07-09,396593,778,991.2857143,295,156369,1073,552962,1369.57142857143
"896",2022-07-10,397253,660,994,246,156615,906,553868,1369.57142857143
"897",2022-07-11,398398,1145,1083.285714,488,157103,1633,555501,1484.57142857143
"898",2022-07-12,399505,1107,1017.714286,405,157508,1512,557013,1401
"899",2022-07-13,400523,1018,989.5714286,403,157911,1421,558434,1360.42857142857
"900",2022-07-14,401454,931,952.8571429,345,158256,1276,559710,1314.14285714286
"901",2022-07-15,402375,921,937.1428571,306,158562,1227,560937,1292.57142857143
"902",2022-07-16,403029,654,919.4285714,236,158798,890,561827,1266.42857142857
"903",2022-07-17,403649,620,913.7142857,245,159043,865,562692,1260.57142857143
"904",2022-07-18,404771,1122,910.4285714,376,159419,1498,564190,1241.28571428571
"905",2022-07-19,405777,1006,896,378,159797,1384,565574,1223
"906",2022-07-20,406759,982,890.8571429,301,160098,1283,566857,1203.28571428571
"907",2022-07-21,407632,873,882.5714286,300,160398,1173,568030,1188.57142857143
"908",2022-07-22,408497,865,874.5714286,305,160703,1170,569200,1180.42857142857
"909",2022-07-23,409108,611,868.4285714,236,160939,847,570047,1174.28571428571
"910",2022-07-24,409622,514,853.2857143,188,161127,702,570749,1151
"911",2022-07-25,410644,1022,839,341,161468,1363,572112,1131.71428571429
"912",2022-07-26,411569,925,827.4285714,373,161841,1298,573410,1119.42857142857
"913",2022-07-27,412504,935,820.7142857,291,162132,1226,574636,1111.28571428571
"914",2022-07-28,413217,713,797.8571429,250,162382,963,575599,1081.28571428571
"915",2022-07-29,413908,691,773,260,162642,951,576550,1050
